Datetime,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,GOOG,GOOG,GOOG,GOOG,GOOG
2025-12-01 14:30:00+00:00,278.3399963378906,278.54998779296875,278.05999755859375,278.1499938964844,1074019.0,AAPL,,,,,,,,,,
2025-12-01 14:31:00+00:00,278.0400085449219,278.7699890136719,278.0400085449219,278.3999938964844,201905.0,AAPL,,,,,,,,,,
2025-12-01 14:32:00+00:00,278.010009765625,278.37939453125,277.8699951171875,278.0400085449219,81466.0,AAPL,,,,,,,,,,
2025-12-01 14:33:00+00:00,277.79998779296875,278.1000061035156,277.7200012207031,278.0199890136719,81486.0,AAPL,,,,,,,,,,
2025-12-01 14:34:00+00:00,277.57501220703125,277.8750915527344,277.3500061035156,277.8299865722656,91197.0,AAPL,,,,,,,,,,
2025-12-01 14:35:00+00:00,278.1159973144531,278.12640380859375,277.4800109863281,277.56500244140625,87514.0,AAPL,,,,,,,,,,
2025-12-01 14:36:00+00:00,277.7528076171875,278.1700134277344,277.7528076171875,278.1000061035156,84096.0,AAPL,,,,,,,,,,
2025-12-01 14:37:00+00:00,277.7583923339844,277.8800048828125,277.70001220703125,277.7699890136719,47570.0,AAPL,,,,,,,,,,
2025-12-01 14:38:00+00:00,277.885009765625,277.9649963378906,277.7799987792969,277.7799987792969,48828.0,AAPL,,,,,,,,,,
2025-12-01 14:39:00+00:00,277.8699951171875,278.0299072265625,277.7699890136719,277.860107421875,66237.0,AAPL,,,,,,,,,,
2025-12-01 14:40:00+00:00,277.6600036621094,277.9849853515625,277.55999755859375,277.8699951171875,65195.0,AAPL,,,,,,,,,,
2025-12-01 14:41:00+00:00,277.2300109863281,277.7099914550781,277.20001220703125,277.64068603515625,79267.0,AAPL,,,,,,,,,,
2025-12-01 14:42:00+00:00,277.0700988769531,277.2300109863281,277.04638671875,277.2300109863281,67255.0,AAPL,,,,,,,,,,
2025-12-01 14:43:00+00:00,276.92999267578125,277.0780029296875,276.80999755859375,277.07000732421875,131493.0,AAPL,,,,,,,,,,
2025-12-01 14:44:00+00:00,276.4801025390625,276.92999267578125,276.45001220703125,276.92999267578125,83418.0,AAPL,,,,,,,,,,
2025-12-01 14:45:00+00:00,276.54998779296875,276.56988525390625,276.20001220703125,276.4599914550781,97453.0,AAPL,,,,,,,,,,
2025-12-01 14:46:00+00:00,276.2300109863281,276.6184997558594,276.1400146484375,276.54998779296875,123541.0,AAPL,,,,,,,,,,
2025-12-01 14:47:00+00:00,276.77911376953125,276.7799987792969,276.1600036621094,276.25,102322.0,AAPL,,,,,,,,,,
